Player,Squad,Comp,Pos,Min,Gls,Ast,Sh,SoT,goals_per_90,assists_per_90,shots_per_90,sot_per_90,shot_accuracy,goal_efficiency,contribution,score
Derek Cornelius,Marseille,fr Ligue 1,"DF,FW",58,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Paco Cortés,Levante,es La Liga,"MF,FW",472,0,0,12,4,0.0,0.0,2.288135593220339,0.7627118644067796,0.3333333333333333,0.0,0,0.02033898305084746
Cucho,Real Betis,es La Liga,FW,2243,8,3,74,19,0.3209986625055729,0.12037449843958983,2.9692376281765496,0.7623718234507356,0.25675675675675674,0.10810810810810811,11,0.06504560735501441
Matheus Cunha,Manchester Utd,eng Premier League,"MF,FW",2239,8,2,78,32,0.321572130415364,0.080393032603841,3.135328271549799,1.286288521661456,0.41025641025641024,0.10256410256410256,10,0.0649969652202792
Patrick Cutrone,Parma,it Serie A,FW,888,1,0,25,7,0.10135135135135136,0.0,2.5337837837837838,0.7094594594594594,0.28,0.04,1,0.03547747747747748
Mahmoud Dahoud,Eintracht Frankfurt,de Bundesliga,"MF,FW",629,2,2,15,2,0.2861685214626391,0.2861685214626391,2.1462639109697936,0.2861685214626391,0.13333333333333333,0.13333333333333333,4,0.06291467938526762
David Daiber,Bayern Munich,de Bundesliga,FW,29,0,0,1,0,0.0,0.0,3.103448275862069,0.0,0.0,0.0,0,0.027586206896551724
Thijs Dallinga,Bologna,it Serie A,FW,786,2,2,24,5,0.22900763358778628,0.22900763358778628,2.748091603053435,0.5725190839694656,0.20833333333333334,0.08333333333333333,4,0.054834605597964374
Muhammed Damar,Hoffenheim,de Bundesliga,"MF,FW",276,0,0,12,8,0.0,0.0,3.9130434782608696,2.608695652173913,0.6666666666666666,0.0,0,0.034782608695652174
Arnaut Danjuma,Valencia,es La Liga,"MF,FW",1610,3,2,36,14,0.16770186335403725,0.11180124223602485,2.0124223602484475,0.782608695652174,0.3888888888888889,0.08333333333333333,5,0.04399585921325052
David Datro Fofana,Strasbourg,fr Ligue 1,FW,171,0,0,3,1,0.0,0.0,1.5789473684210527,0.5263157894736842,0.3333333333333333,0.0,0,0.014035087719298246
Jonathan David,Juventus,it Serie A,FW,1676,6,4,39,16,0.32219570405727926,0.21479713603818618,2.0942720763723153,0.8591885441527447,0.41025641025641024,0.15384615384615385,10,0.0675234073802093
Keinan Davis,Udinese,it Serie A,FW,1890,10,3,45,22,0.47619047619047616,0.14285714285714285,2.142857142857143,1.0476190476190477,0.4888888888888889,0.2222222222222222,13,0.08835978835978836
Charles De Ketelaere,Atalanta,it Serie A,"MF,FW",1930,3,5,42,15,0.13989637305699482,0.23316062176165803,1.9585492227979275,0.6994818652849741,0.35714285714285715,0.07142857142857142,8,0.04112509252405626
Manuel De Luca,Cremonese,it Serie A,FW,16,1,0,2,2,5.625,0.0,11.25,11.25,1.0,0.5,1,0.475
Romain Del Castillo,Brest,fr Ligue 1,"MF,FW",2329,8,3,29,12,0.30914555603263205,0.11592958351223702,1.120652640618291,0.4637183340489481,0.41379310344827586,0.27586206896551724,11,0.0815356598214418
Liam Delap,Chelsea,eng Premier League,FW,967,1,0,33,11,0.09307135470527406,0.0,3.071354705274043,1.0237849017580145,0.3333333333333333,0.030303030303030304,1,0.03791169189307762
Ousmane Dembélé,Paris Saint-Germain,fr Ligue 1,FW,932,10,6,43,17,0.9656652360515021,0.5793991416309013,4.152360515021459,1.6416309012875536,0.3953488372093023,0.23255813953488372,16,0.13706956782113983
Ermedin Demirović,Stuttgart,de Bundesliga,FW,1286,10,3,33,17,0.6998444790046656,0.2099533437013997,2.309486780715397,1.1897356143079316,0.5151515151515151,0.30303030303030304,13,0.11768226589377445
Justin Devenny,Crystal Palace,eng Premier League,"MF,FW",616,1,0,13,4,0.14610389610389612,0.0,1.8993506493506493,0.5844155844155845,0.3076923076923077,0.07692307692307693,1,0.03941058941058942
Boulaye Dia,Lazio,it Serie A,"FW,MF",1123,1,1,11,6,0.08014247551202137,0.08014247551202137,0.8815672306322351,0.4808548530721282,0.5454545454545454,0.09090909090909091,2,0.03082651987371489
Ibrahim Diabaté,Alavés,es La Liga,FW,288,1,0,7,2,0.3125,0.0,2.1875,0.625,0.2857142857142857,0.14285714285714285,1,0.06329365079365079
Habib Diallo,Metz,fr Ligue 1,FW,1872,4,1,37,12,0.19230769230769232,0.04807692307692308,1.7788461538461537,0.5769230769230769,0.32432432432432434,0.10810810810810811,5,0.04736948486948487
Zoumana Diallo,Nice,fr Ligue 1,FW,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Brahim Díaz,Real Madrid,es La Liga,"FW,MF",958,0,5,10,4,0.0,0.4697286012526096,0.9394572025052192,0.3757828810020876,0.4,0.0,5,0.013569937369519834
Daniel Díaz,Real Sociedad,es La Liga,FW,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pedro Díaz,Rayo Vallecano,es La Liga,"MF,FW",1608,0,1,39,5,0.0,0.055970149253731345,2.1828358208955225,0.27985074626865675,0.1282051282051282,0.0,1,0.02002487562189055
Nouha Dicko,Paris FC,fr Ligue 1,"FW,MF",72,1,1,4,2,1.25,1.25,5.0,2.5,0.5,0.25,2,0.16944444444444445
Bamba Dieng,Lorient,fr Ligue 1,FW,1044,9,1,40,21,0.7758620689655172,0.08620689655172413,3.4482758620689653,1.8103448275862069,0.525,0.225,10,0.11454022988505748
Eren Dinkçi,Heidenheim,de Bundesliga,"MF,FW",887,2,1,17,6,0.2029312288613303,0.10146561443066515,1.7249154453213078,0.6087936865839909,0.35294117647058826,0.11764705882352941,3,0.04991047151667882
Yan Diomandé,RB Leipzig,de Bundesliga,"FW,MF",2213,12,7,49,24,0.48802530501581565,0.28468142792589246,1.992769995481247,0.9760506100316313,0.4897959183673469,0.24489795918367346,19,0.0937152447965178
Sérigné Diop,Brest,fr Ligue 1,FW,12,0,0,1,0,0.0,0.0,7.5,0.0,0.0,0.0,0,0.06666666666666667
Sofiane Diop,Nice,fr Ligue 1,"MF,FW",1890,7,2,46,15,0.33333333333333337,0.09523809523809525,2.1904761904761907,0.7142857142857142,0.32608695652173914,0.15217391304347827,9,0.06726017943409249
Henrick Do Marcolino,Rennes,fr Ligue 1,FW,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Jeremy Doku,Manchester City,eng Premier League,"MF,FW",1483,2,5,28,10,0.12137559002022927,0.30343897505057316,1.6992582602832098,0.6068779501011463,0.35714285714285715,0.07142857142857142,7,0.03869569405644928
Jean-Luc Dompé,Hamburger SV,de Bundesliga,"FW,MF",1138,3,0,25,12,0.23725834797891038,0.0,1.9771528998242531,0.9490333919156415,0.48,0.12,3,0.053173989455184534
Romelle Donovan,Brentford,eng Premier League,FW,41,0,0,3,1,0.0,0.0,6.585365853658536,2.1951219512195124,0.3333333333333333,0.0,0,0.058536585365853655
Fodé Doucouré,Le Havre,fr Ligue 1,"MF,FW",1033,3,1,19,8,0.2613746369796709,0.08712487899322362,1.6553727008712489,0.6969990319457889,0.42105263157894735,0.15789473684210525,4,0.060039741172874105
Désiré Doué,Paris Saint-Germain,fr Ligue 1,"FW,MF",1146,6,2,45,17,0.47120418848167545,0.15706806282722513,3.5340314136125652,1.3350785340314137,0.37777777777777777,0.13333333333333333,8,0.08286212914485167
Anastasios Douvikas,Como,it Serie A,FW,1941,12,1,54,25,0.5564142194744977,0.04636785162287481,2.5038639876352398,1.15919629057187,0.46296296296296297,0.2222222222222222,13,0.09441868452687618
Artem Dovbyk,Roma,it Serie A,FW,390,3,1,10,5,0.6923076923076923,0.23076923076923078,2.3076923076923075,1.1538461538461537,0.5,0.3,4,0.11692307692307692
Damion Downs,Hamburger SV,de Bundesliga,FW,513,0,0,7,4,0.0,0.0,1.2280701754385963,0.7017543859649122,0.5714285714285714,0.0,0,0.010916179337231968
Pablo Durán,Celta Vigo,es La Liga,"FW,MF",1284,2,2,33,14,0.14018691588785046,0.14018691588785046,2.3130841121495327,0.9813084112149533,0.42424242424242425,0.06060606060606061,4,0.04109317473803455
Hugo Duro,Valencia,es La Liga,FW,1667,9,0,32,12,0.4859028194361128,0.0,1.7276544691061786,0.647870425914817,0.375,0.28125,9,0.09536217756448712
Rafiu Durosinmi,Pisa,it Serie A,FW,422,1,1,9,5,0.2132701421800948,0.2132701421800948,1.9194312796208532,1.066350710900474,0.5555555555555556,0.1111111111111111,2,0.0520800421274355
Paulo Dybala,Roma,it Serie A,"FW,MF",1068,2,2,36,14,0.16853932584269662,0.16853932584269662,3.033707865168539,1.1797752808988764,0.3888888888888889,0.05555555555555555,4,0.04818976279650437
Edin Džeko,Fiorentina,it Serie A,FW,244,0,0,4,1,0.0,0.0,1.4754098360655739,0.36885245901639346,0.25,0.0,0,0.013114754098360657
Younes Ebnoutalib,Eintracht Frankfurt,de Bundesliga,FW,124,1,0,4,1,0.7258064516129032,0.0,2.903225806451613,0.7258064516129032,0.25,0.25,1,0.11129032258064515
Claudio Echeverri,Girona,es La Liga,"FW,MF",461,1,1,15,3,0.19522776572668113,0.19522776572668113,2.928416485900217,0.5856832971800434,0.2,0.06666666666666667,2,0.051077368040491684
Noah Edjouma,Toulouse,fr Ligue 1,FW,256,0,0,8,3,0.0,0.0,2.8125,1.0546875,0.375,0.0,0,0.025
Odsonne Édouard,Crystal Palace,eng Premier League,FW,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Odsonne Édouard,Lens,fr Ligue 1,FW,1602,12,3,54,28,0.6741573033707865,0.16853932584269662,3.033707865168539,1.5730337078651686,0.5185185185185185,0.2222222222222222,15,0.1062421972534332
Yannick Eduardo,Hoffenheim,de Bundesliga,FW,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Marcus Edwards,Burnley,eng Premier League,"MF,FW",1051,1,3,22,6,0.0856327307326356,0.25689819219790677,1.8839200761179828,0.5137963843958135,0.2727272727272727,0.045454545454545456,4,0.032877778738863425
Chidera Ejuke,Sevilla,es La Liga,"MF,FW",702,1,1,18,2,0.12820512820512822,0.12820512820512822,2.3076923076923075,0.25641025641025644,0.1111111111111111,0.05555555555555555,2,0.039316239316239315
Jeff Ekhator,Genoa,it Serie A,FW,790,3,0,16,4,0.34177215189873417,0.0,1.8227848101265822,0.45569620253164556,0.25,0.1875,3,0.07041139240506329
Hugo Ekitike,Liverpool,eng Premier League,FW,1803,11,4,65,19,0.5490848585690515,0.19966722129783696,3.2445923460898505,0.9484193011647254,0.2923076923076923,0.16923076923076924,15,0.09174964802252657
Caleb Ekuban,Genoa,it Serie A,"FW,MF",920,4,1,26,10,0.391304347826087,0.09782608695652174,2.5434782608695654,0.9782608695652174,0.38461538461538464,0.15384615384615385,5,0.07359531772575251
Anthony Elanga,Newcastle United,eng Premier League,"FW,MF",1288,0,1,16,4,0.0,0.06987577639751552,1.1180124223602483,0.2795031055900621,0.25,0.0,1,0.010714285714285714
Harvey Elliott,Liverpool,eng Premier League,"FW,MF",1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nesta Elphege,Parma,it Serie A,FW,181,2,1,3,2,0.9944751381215469,0.49723756906077343,1.4917127071823204,0.9944751381215469,0.6666666666666666,0.6666666666666666,3,0.20073664825046042
Breel Embolo,Rennes,fr Ligue 1,FW,1713,8,3,34,15,0.4203152364273205,0.1576182136602452,1.7863397548161122,0.7880910683012259,0.4411764705882353,0.23529411764705882,11,0.08523745750489338
Emanuel Emegha,Strasbourg,fr Ligue 1,FW,434,4,2,17,8,0.8294930875576036,0.4147465437788018,3.5253456221198154,1.6589861751152073,0.47058823529411764,0.23529411764705882,6,0.12355651938194634
Emersonn,Toulouse,fr Ligue 1,FW,1441,5,2,48,18,0.31228313671061764,0.12491325468424705,2.997918112421929,1.1242192921582235,0.375,0.10416666666666667,7,0.06413659495720564
Julio Enciso,Strasbourg,fr Ligue 1,"MF,FW",1594,2,2,47,18,0.11292346298619824,0.11292346298619824,2.653701380175659,1.0163111668757843,0.3829787234042553,0.0425531914893617,4,0.03887450278971676
Endrick,Real Madrid,es La Liga,FW,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Endrick,Lyon,fr Ligue 1,"FW,MF",972,4,6,37,22,0.3703703703703704,0.5555555555555556,3.425925925925926,2.037037037037037,0.5945945945945946,0.10810810810810811,10,0.07635413190968747
Carlos Espí,Levante,es La Liga,FW,899,8,0,33,17,0.8008898776418243,0.0,3.303670745272525,1.7018909899888766,0.5151515151515151,0.24242424242424243,8,0.1170054269053157
Francesco Esposito,Inter,it Serie A,FW,1409,6,3,55,22,0.38325053229240597,0.19162526614620298,3.5131298793470545,1.4052519517388218,0.4,0.10909090909090909,9,0.07391186528163107
Sebastiano Esposito,Cagliari,it Serie A,"FW,MF",2343,6,5,47,13,0.23047375160051214,0.19206145966709348,1.8053777208706787,0.49935979513444306,0.2765957446808511,0.1276595744680851,11,0.05498133870923802
Samuel Essende,Augsburg,de Bundesliga,"MF,FW",414,1,0,17,4,0.21739130434782608,0.0,3.6956521739130435,0.8695652173913043,0.23529411764705882,0.058823529411764705,1,0.05524296675191816
Karl Etta Eyong,Villarreal,es La Liga,FW,256,1,2,7,3,0.3515625,0.703125,2.4609375,1.0546875,0.42857142857142855,0.14285714285714285,3,0.07544642857142858
Karl Etta Eyong,Levante,es La Liga,FW,1372,5,2,36,16,0.3279883381924198,0.13119533527696792,2.361516034985423,1.0495626822157433,0.4444444444444444,0.1388888888888889,7,0.06626174279235504
Evanilson,Bournemouth,eng Premier League,FW,2461,6,1,65,23,0.21942299878098334,0.03657049979683055,2.377082486793986,0.8411214953271028,0.35384615384615387,0.09230769230769231,7,0.05072484606007564
Eberechi Eze,Arsenal,eng Premier League,"MF,FW",1581,7,2,47,15,0.3984819734345351,0.11385199240986718,2.6755218216318783,0.8538899430740038,0.3191489361702128,0.14893617021276595,9,0.07431601329619014
Abde Ezzalzouli,Real Betis,es La Liga,"MF,FW",1828,7,7,64,20,0.34463894967177244,0.34463894967177244,3.150984682713348,0.9846827133479212,0.3125,0.109375,14,0.07056208971553611
Alieu Fadera,Sassuolo,it Serie A,FW,980,2,1,13,4,0.1836734693877551,0.09183673469387756,1.193877551020408,0.3673469387755102,0.3076923076923077,0.15384615384615385,3,0.05138147566718996
Romain Faivre,Auxerre,fr Ligue 1,"MF,FW",581,0,2,11,3,0.0,0.3098106712564544,1.7039586919104992,0.4647160068846816,0.2727272727272727,0.0,2,0.018588640275387265
Ansu Fati,Monaco,fr Ligue 1,"MF,FW",938,9,0,38,20,0.863539445628998,0.0,3.6460554371002134,1.9189765458422174,0.5263157894736842,0.23684210526315788,9,0.12199528672427339
Jacopo Fazzini,Fiorentina,it Serie A,"MF,FW",568,0,0,9,1,0.0,0.0,1.426056338028169,0.15845070422535212,0.1111111111111111,0.0,0,0.01267605633802817
Evan Ferguson,Roma,it Serie A,FW,773,3,2,27,15,0.34928848641655885,0.2328589909443726,3.14359637774903,1.7464424320827943,0.5555555555555556,0.1111111111111111,5,0.0698289492597384
Roberto Férnandez,Espanyol,es La Liga,FW,2052,6,2,53,21,0.2631578947368421,0.08771929824561403,2.324561403508772,0.9210526315789473,0.39622641509433965,0.11320754716981132,8,0.057144433410570454
Toni Fernández,Barcelona,es La Liga,FW,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Matias Fernandez-Pardo,Lille,fr Ligue 1,"MF,FW",2100,8,5,64,29,0.34285714285714286,0.2142857142857143,2.742857142857143,1.2428571428571429,0.453125,0.125,13,0.06852380952380953
Seydou Fini,Genoa,it Serie A,FW,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Zian Flemming,Burnley,eng Premier League,FW,1442,9,0,45,19,0.5617198335644937,0.0,2.808599167822469,1.1858529819694867,0.4222222222222222,0.2,9,0.09242718446601943
Malick Fofana,Lyon,fr Ligue 1,"MF,FW",727,2,1,18,9,0.24759284731774417,0.12379642365887208,2.2283356258596974,1.1141678129298487,0.5,0.1111111111111111,3,0.0555097050282745
Rayan Fofana,Lens,fr Ligue 1,FW,753,5,0,35,12,0.5976095617529881,0.0,4.183266932270916,1.4342629482071714,0.34285714285714286,0.14285714285714285,5,0.09497249098842725
Michael Folorunsho,Cagliari,it Serie A,"MF,FW",1818,2,0,29,8,0.099009900990099,0.0,1.4356435643564356,0.396039603960396,0.27586206896551724,0.06896551724137931,2,0.031394863624293466
Álex Forés,Oviedo,es La Liga,FW,296,0,1,8,2,0.0,0.30405405405405406,2.4324324324324325,0.6081081081081081,0.25,0.0,1,0.025
Lyle Foster,Burnley,eng Premier League,"FW,MF",1349,3,2,20,6,0.20014825796886582,0.13343217197924387,1.3343217197924389,0.40029651593773163,0.3,0.15,5,0.05312824314306894
Jorge de Frutos,Rayo Vallecano,es La Liga,"FW,MF",2163,10,1,54,24,0.4160887656033287,0.041608876560332866,2.246879334257975,0.9986130374479889,0.4444444444444444,0.18518518518518517,11,0.07781373606616325
Niclas Füllkrug,West Ham United,eng Premier League,FW,409,0,0,9,3,0.0,0.0,1.9804400977995111,0.6601466992665037,0.3333333333333333,0.0,0,0.0176039119804401
Niclas Füllkrug,Milan,it Serie A,FW,573,1,0,16,5,0.15706806282722513,0.0,2.513089005235602,0.7853403141361257,0.3125,0.0625,1,0.0425174520069808
Gianluca Gaetano,Cagliari,it Serie A,"MF,FW",1552,2,3,26,8,0.11597938144329897,0.17396907216494845,1.5077319587628866,0.4639175257731959,0.3076923076923077,0.07692307692307693,5,0.036389770023790645
Cody Gakpo,Liverpool,eng Premier League,"MF,FW",2408,6,5,78,19,0.22425249169435216,0.18687707641196014,2.915282392026578,0.7101328903654485,0.24358974358974358,0.07692307692307693,11,0.0543381037567084
Ignatius Ganago,Nantes,fr Ligue 1,"FW,MF",668,2,0,17,6,0.2694610778443114,0.0,2.2904191616766467,0.8083832335329341,0.35294117647058826,0.11764705882352941,2,0.05706234589644241
Omri Gandelman,Lecce,it Serie A,"MF,FW",917,2,0,10,3,0.19629225736095965,0.0,0.9814612868047983,0.29443838604143946,0.3,0.2,2,0.058320610687022906
Álvaro García,Rayo Vallecano,es La Liga,"MF,FW",2056,4,5,47,19,0.17509727626459143,0.2188715953307393,2.057392996108949,0.8317120622568094,0.40425531914893614,0.0851063829787234,9,0.04630143223776803
Eder García,Athletic Club,es La Liga,FW,38,0,0,1,0,0.0,0.0,2.3684210526315788,0.0,0.0,0.0,0,0.021052631578947368
Gonzalo García,Real Madrid,es La Liga,FW,693,4,0,14,9,0.5194805194805194,0.0,1.8181818181818183,1.168831168831169,0.6428571428571429,0.2857142857142857,4,0.0987012987012987
Rubén García,Osasuna,es La Liga,"MF,FW",1912,2,5,22,7,0.09414225941422594,0.23535564853556484,1.0355648535564854,0.3294979079497908,0.3181818181818182,0.09090909090909091,7,0.0346044123240776
Víctor García,Levante,es La Liga,"MF,FW",915,0,1,14,5,0.0,0.09836065573770492,1.3770491803278688,0.4918032786885246,0.35714285714285715,0.0,1,0.013333333333333332
Yann Gboho,Toulouse,fr Ligue 1,"MF,FW",2431,8,2,52,15,0.29617441382147264,0.07404360345536816,1.9251336898395721,0.5553270259152612,0.28846153846153844,0.15384615384615385,10,0.06318387494858083
Tyrique George,Chelsea,eng Premier League,FW,145,0,0,3,2,0.0,0.0,1.8620689655172413,1.2413793103448276,0.6666666666666666,0.0,0,0.016551724137931035
Willem Geubbels,Paris FC,fr Ligue 1,FW,812,3,0,26,6,0.33251231527093594,0.0,2.8817733990147785,0.6650246305418719,0.23076923076923078,0.11538461538461539,3,0.06494884425918909
Mourad El Ghezouani,Elche,es La Liga,FW,50,0,0,1,0,0.0,0.0,1.8,0.0,0.0,0.0,0,0.016
Rachid Ghezzal,Lyon,fr Ligue 1,"MF,FW",225,0,0,4,1,0.0,0.0,1.6,0.4,0.25,0.0,0,0.014222222222222223
Santiago Giménez,Milan,it Serie A,FW,691,0,0,22,7,0.0,0.0,2.8654124457308248,0.9117221418234442,0.3181818181818182,0.0,0,0.025470332850940663
Giovane,Hellas Verona,it Serie A,"FW,MF",1533,3,4,47,25,0.1761252446183953,0.23483365949119372,2.759295499021526,1.467710371819961,0.5319148936170213,0.06382978723404255,7,0.04851285894713467
Giovane,Napoli,it Serie A,FW,263,0,1,7,1,0.0,0.34220532319391633,2.3954372623574143,0.34220532319391633,0.14285714285714285,0.0,1,0.025095057034220533
Olivier Giroud,Lille,fr Ligue 1,FW,1547,7,1,40,15,0.40723981900452494,0.058177117000646414,2.3270846800258562,0.8726567550096962,0.375,0.175,8,0.07624111182934712
Robert Glatzel,Hamburger SV,de Bundesliga,FW,545,3,2,16,7,0.4954128440366973,0.3302752293577982,2.6422018348623855,1.1559633027522938,0.4375,0.1875,5,0.08887614678899083
Wilfried Gnonto,Leeds United,eng Premier League,FW,455,0,1,9,0,0.0,0.1978021978021978,1.7802197802197801,0.0,0.0,0.0,1,0.01802197802197802
Angel Gomes,Wolves,eng Premier League,"MF,FW",381,0,0,5,2,0.0,0.0,1.1811023622047243,0.47244094488188976,0.4,0.0,0,0.010498687664041995
Rodrigo Gomes,Wolves,eng Premier League,"MF,FW",726,3,0,16,6,0.371900826446281,0.0,1.9834710743801653,0.743801652892562,0.375,0.1875,3,0.07331267217630855
Diego Gómez,Brighton,eng Premier League,"MF,FW",2036,5,1,36,14,0.22102161100196463,0.04420432220039292,1.5913555992141453,0.618860510805501,0.3888888888888889,0.1388888888888889,6,0.0532198209997817
Unai Gómez,Athletic Club,es La Liga,"MF,FW",689,1,1,14,3,0.13062409288824384,0.13062409288824384,1.8287373004354135,0.39187227866473145,0.21428571428571427,0.07142857142857142,2,0.038378602529545926
Tidiam Gomis,RB Leipzig,de Bundesliga,FW,330,1,0,9,3,0.2727272727272727,0.0,2.4545454545454546,0.8181818181818181,0.3333333333333333,0.1111111111111111,1,0.057373737373737375
Hugo González,Celta Vigo,es La Liga,FW,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nicolás González,Juventus,it Serie A,"FW,MF",19,0,0,2,0,0.0,0.0,9.473684210526315,0.0,0.0,0.0,0,0.08421052631578947
Anthony Gordon,Newcastle United,eng Premier League,FW,1795,6,2,48,20,0.3008356545961003,0.10027855153203342,2.4066852367688023,1.0027855153203342,0.4166666666666667,0.125,8,0.06221448467966574
Amine Gouiri,Marseille,fr Ligue 1,"FW,MF",1121,7,3,33,15,0.5619982158786797,0.2408563782337199,2.649420160570919,1.2042818911685995,0.45454545454545453,0.21212121212121213,10,0.09612629416376071
Michael Gregoritsch,Augsburg,de Bundesliga,FW,693,4,1,22,7,0.5194805194805194,0.12987012987012986,2.8571428571428568,0.9090909090909092,0.3181818181818182,0.18181818181818182,5,0.0886002886002886
Antoine Griezmann,Atlético Madrid,es La Liga,FW,1133,7,1,38,21,0.5560458958517212,0.0794351279788173,3.018534863195057,1.6681376875551632,0.5526315789473685,0.18421052631578946,8,0.09174060482185163
Brajan Gruda,RB Leipzig,de Bundesliga,"MF,FW",568,3,2,16,9,0.4753521126760563,0.31690140845070425,2.535211267605634,1.426056338028169,0.5625,0.1875,5,0.08679577464788732
Marco Grüll,Werder Bremen,de Bundesliga,"MF,FW",1936,3,1,40,12,0.13946280991735538,0.04648760330578512,1.859504132231405,0.5578512396694215,0.3,0.075,4,0.038863636363636364
Ismaël Guerti,Metz,fr Ligue 1,FW,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Idrissa Guèye,Udinese,it Serie A,FW,330,0,0,13,3,0.0,0.0,3.545454545454545,0.8181818181818181,0.23076923076923078,0.0,0,0.03151515151515152
Idrissa Guèye,Metz,fr Ligue 1,FW,132,0,0,2,0,0.0,0.0,1.3636363636363638,0.0,0.0,0.0,0,0.012121212121212123
Luis Guilherme,West Ham United,eng Premier League,FW,125,0,0,1,0,0.0,0.0,0.72,0.0,0.0,0.0,0,0.0064
Bahereba Guirassy,Nantes,fr Ligue 1,"FW,MF",821,2,1,15,7,0.21924482338611448,0.10962241169305724,1.6443361753958587,0.7673568818514007,0.4666666666666667,0.13333333333333333,3,0.05321965083231832
Serhou Guirassy,Dortmund,de Bundesliga,FW,2103,15,1,75,34,0.6419400855920114,0.042796005706134094,3.2097004279600574,1.4550641940085591,0.4533333333333333,0.2,16,0.10038991916310035
Marc Guiu,Sunderland,eng Premier League,FW,15,0,0,1,0,0.0,0.0,6.0,0.0,0.0,0.0,0,0.05333333333333334
Marc Guiu,Chelsea,eng Premier League,FW,257,0,1,12,2,0.0,0.35019455252918286,4.202334630350195,0.7003891050583657,0.16666666666666666,0.0,1,0.04124513618677043
Jon Guridi,Alavés,es La Liga,"MF,FW",869,0,0,11,3,0.0,0.0,1.139240506329114,0.3107019562715765,0.2727272727272727,0.0,0,0.010126582278481015
Gorka Guruzeta,Athletic Club,es La Liga,FW,2001,9,1,69,28,0.4047976011994003,0.04497751124437781,3.103448275862069,1.2593703148425788,0.4057971014492754,0.13043478260869565,10,0.07396301849075462
Albert Guðmundsson,Fiorentina,it Serie A,"FW,MF",2098,5,4,40,15,0.21448999046711154,0.17159199237368922,1.7159199237368923,0.6434699714013347,0.375,0.125,9,0.05264537654909438
Viktor Gyökeres,Arsenal,eng Premier League,FW,2045,12,0,48,18,0.5281173594132029,0.0,2.1124694376528117,0.7921760391198044,0.375,0.25,12,0.09459657701711492
Erling Haaland,Manchester City,eng Premier League,FW,2683,24,7,116,53,0.8050689526649273,0.23481177786060378,3.891166604547149,1.7778606038017146,0.45689655172413796,0.20689655172413793,31,0.11793540426953873
Pierre-Yves Hamel,Paris FC,fr Ligue 1,FW,78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Taichi Hara,St Pauli,de Bundesliga,FW,26,0,0,1,0,0.0,0.0,3.4615384615384617,0.0,0.0,0.0,0,0.03076923076923077
Conrad Harder,RB Leipzig,de Bundesliga,FW,834,3,3,39,12,0.32374100719424465,0.32374100719424465,4.20863309352518,1.2949640287769786,0.3076923076923077,0.07692307692307693,6,0.07221914775871612
Jack Harrison,Fiorentina,it Serie A,"FW,MF",787,1,3,10,2,0.11435832274459976,0.34307496823379924,1.1435832274459974,0.2287166454891995,0.2,0.1,4,0.03956797966963152
Jack Harrison,Leeds United,eng Premier League,FW,269,0,0,6,2,0.0,0.0,2.007434944237918,0.6691449814126393,0.3333333333333333,0.0,0,0.017843866171003718
Abdou Harroui,Hellas Verona,it Serie A,"MF,FW",782,1,0,11,2,0.11508951406649617,0.0,1.2659846547314577,0.23017902813299235,0.18181818181818182,0.09090909090909091,1,0.03506161357823762
Haissem Hassan,Oviedo,es La Liga,"MF,FW",1714,0,3,30,7,0.0,0.15752625437572929,1.5752625437572927,0.367561260210035,0.23333333333333334,0.0,3,0.01575262543757293
Kai Havertz,Arsenal,eng Premier League,"MF,FW",440,1,2,12,3,0.20454545454545453,0.40909090909090906,2.4545454545454546,0.6136363636363636,0.25,0.08333333333333333,3,0.05303030303030303
Hwang Hee-chan,Wolves,eng Premier League,"FW,MF",1191,2,1,16,6,0.15113350125944583,0.07556675062972291,1.2090680100755666,0.4534005037783375,0.375,0.125,3,0.043975650713685976
Gauthier Hein,Metz,fr Ligue 1,"MF,FW",2081,8,6,38,12,0.34598750600672756,0.25949062950504564,1.6434406535319557,0.5189812590100913,0.3157894736842105,0.21052631578947367,14,0.07651179847745264
Charles Herrmann,Gladbach,de Bundesliga,FW,5,0,1,0,0,0.0,18.0,0.0,0.0,0.0,0.0,1,0.2
